,real,estimado,Regional_indicator_consultado_Major,year,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Regional_indicator_consultado
0,4.685993073284702,4.760483610310008,Africa,2018,9.34170370131193,0.8355284412086967,56.365846334243656,0.7785204338146912,-0.1127757620557297,0.8367701170568772,0.771254804072111,0.28026853479898595,Southern Africa
1,3.6164798736572266,4.181185041041318,Africa,2018,8.048797607421875,0.7753884792327881,55.59999847412109,0.762674868106842,-0.0684271901845932,0.8442086577415466,0.7101186513900757,0.2117258459329605,Eastern Africa
2,6.184522916887388,6.139147075536852,Asia,2021,8.832490278093376,0.9189738904182342,65.22197097499638,0.9700809655550244,0.3121827550808141,0.5162208018841324,0.7976342200874798,0.1687007161619044,Central Asia
3,6.940748187608731,7.070107901752917,Europe,2017,11.625465716602486,0.9183045394499804,72.5371922322286,0.9017732580140765,0.04910796527470082,0.3598082691601324,0.7736980409977059,0.1846623258179714,Western Europe
4,7.241546983051088,7.2601935736841785,Oceania,2013,10.660886261932664,0.9333726436836179,72.7495456516855,0.925656768327111,0.2789818578846024,0.31958198038136276,0.8183793032480898,0.21697273405989487,Australia and New Zealand
5,7.53751519309098,7.534120048148604,Northern America,2008,10.731693872232018,0.941105978570729,71.83860660601783,0.9315344888830112,0.24318578081488637,0.40794059218717915,0.8740066029356393,0.2489722088833841,Northern America
6,7.018409506669808,6.905185013950123,Northern America,2021,11.002278171020462,0.9351390222353478,68.1133115172096,0.8487272486917335,0.03956244360447597,0.6802415761377736,0.7892364824641424,0.29528117899918727,Northern America
7,7.0887855312900925,7.042033692509684,Latin America and the Caribbean,2008,9.565843167209572,0.9365899193320496,69.93891782581454,0.883148607073415,0.06100978043354343,0.7979222458925999,0.8678767816565575,0.2356311098264622,Central America
8,5.390574583687616,5.573122504130603,Europe,2012,10.236960042977733,0.9104926730708727,64.80911888979256,0.6904519624659645,-0.2269844075162197,0.8497621306095954,0.6275016938803374,0.23411814029340583,Northern Europe
9,5.20445442199707,5.144455524850115,Africa,2007,9.425617218017578,0.7883076071739197,48.63999938964844,0.6899875402450562,-0.157790333032608,0.8586510419845581,0.735379695892334,0.2101850509643554,Southern Africa
10,2.93622088432312,2.8252309667068003,Africa,2011,7.14592170715332,0.3029550909996032,51.58000183105469,0.5840883255004883,-0.0698232054710388,0.832003653049469,0.4802805781364441,0.3953626155853271,Western Africa
11,4.975905177740101,4.876651751956653,Africa,2018,9.260425614556695,0.6394212329536496,65.92384257011406,0.6595698617072613,-0.22852605664282977,0.8014167287941981,0.5432425142860418,0.32006191125830347,Northern Africa
12,5.993163108825684,6.2417231067163454,Europe,2016,10.310295104980469,0.9451791048049928,68.30000305175781,0.7000985145568848,-0.0606317669153213,0.9166091680526732,0.7744160890579224,0.2320915758609771,Eastern Europe
13,4.734552848211115,4.6265476685537825,Africa,2010,9.235595752207487,0.7624389947666772,59.98644482830846,0.4955264998559715,-0.07905988372744918,0.8261517754463118,0.5741771751225518,0.2822949648557532,Northern Africa
14,7.248669336278824,7.2743399507280415,Oceania,2012,10.639053459071867,0.9531073966733968,72.37489226184908,0.9407041752095691,0.25063741190269967,0.33308957097597186,0.8259417198272482,0.17485072721347505,Australia and New Zealand
15,5.772027492523193,5.73540957198637,Europe,2009,10.04652500152588,0.916798174381256,67.0999984741211,0.8206490874290466,0.0732131376862526,0.8977620005607605,0.6903505325317383,0.2459652572870254,Eastern Europe
16,7.560147762298584,7.4894343781281965,Europe,2012,10.800317764282228,0.929397463798523,72.05999755859375,0.9443821907043456,0.1319221258163452,0.2535431087017059,0.8550999760627747,0.1702261269092559,Northern Europe
17,5.569091796875,4.651429732233969,Asia,2013,9.12298583984375,0.8189489841461182,59.59999847412109,0.8102014660835266,0.352631151676178,0.802428126335144,0.778723418712616,0.2173499017953872,Southern Asia
18,5.467305295315898,5.840160680720984,Latin America and the Caribbean,2011,8.525859608428974,0.8915558136115215,65.90442678042403,0.8455724284709246,0.01725455498806692,0.6563657323701259,0.803425427936955,0.25574092083794975,Central America
19,7.510844227542365,7.473905818735214,Northern America,2008,10.699972924498498,0.9443913653317461,72.0454921014254,0.9177335785102814,0.24398401119153465,0.41262743005103913,0.8690522231636338,0.24557648617210218,Northern America
20,5.219997882843018,5.607296963022743,Europe,2011,10.352778434753418,0.8559606671333313,71.0,0.8750925660133362,-0.1730619817972183,0.9619771242141724,0.7251090407371521,0.2792008817195892,Southern Europe
