,real,estimado,year,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Africa,Asia,Europe,Latin America and the Caribbean,Northern America,Oceania,Australia and New Zealand,Caribbean,Central America,Central Asia,Eastern Africa,Eastern Asia,Eastern Europe,Middle Africa,Northern Africa,Northern America,Northern Europe,South America,South-Eastern Asia,Southern Africa,Southern Asia,Southern Europe,Western Africa,Western Asia,Western Europe
0,5.218724250793457,5.0119860553741455,2012,9.726468086242676,0.7040327787399292,67.41999816894531,0.4617063701152801,-0.192347764968872,0.7550597190856934,0.5736104846000671,0.3792813420295715,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,4.762538433074951,4.974837427139282,2015,9.265817642211914,0.7297442555427551,60.79999923706055,0.6592614650726318,-0.0885595828294754,0.6844980716705322,0.6095943450927734,0.3443315029144287,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,3.9549505710601807,4.344419193267822,2013,8.20090389251709,0.6799346804618835,55.34000015258789,0.7258156538009644,-0.0778369307518005,0.7517237067222595,0.609986424446106,0.2914015650749206,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,5.576147079467773,5.610396947860718,2009,9.157912254333496,0.9003538489341736,64.27999877929688,0.7178701758384705,0.0273795500397682,0.8573402762413025,0.8317568898200989,0.1861264109611511,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
4,5.343165874481201,5.43911958694458,2017,10.188506126403809,0.7703096866607666,69.5999984741211,0.7158222794532776,-0.104343794286251,0.8915597200393677,0.655305027961731,0.3164882361888885,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5,4.978970527648926,5.082861075401306,2009,8.65367603302002,0.8424021005630493,64.0,0.7482587695121765,0.0816661641001701,0.6877604722976685,0.5743299722671509,0.2924554646015167,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6,5.580281734466553,5.856913833618164,2010,9.930140495300291,0.8390957713127136,65.5999984741211,0.7691906690597534,0.0323860272765159,0.8436910510063171,0.8324479460716248,0.1919476687908172,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7,5.885462760925293,5.48566780090332,2013,10.069009780883787,0.7512620687484741,68.19999694824219,0.626699686050415,-0.2038973122835159,0.936059832572937,0.5899975299835205,0.2847299575805664,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
8,6.696444034576416,6.1973699426651,2008,10.294565200805664,0.8583003878593445,62.08000183105469,0.8381404280662537,0.0866119638085365,0.9588281512260436,0.8171975016593933,0.1837898045778274,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,4.327831745147705,4.733840413093567,2019,9.372735977172852,0.7721286416053772,62.0,0.7739510536193848,-0.1987095773220062,0.8238995909690857,0.5168312788009644,0.3127633929252624,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
10,5.547682285308838,6.158667545318604,2008,10.606202125549316,0.8300049901008606,69.13999938964844,0.6417153477668762,-0.0167323146015405,0.7848318219184875,0.7943515181541443,0.1691568940877914,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
11,5.646204948425293,5.890636892318725,2011,10.133237838745115,0.9045786261558532,67.45999908447266,0.868148922920227,-0.0668782666325569,0.907953143119812,0.7253599166870117,0.2238102257251739,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
12,5.352804660797119,5.293538327217102,2009,8.406804084777832,0.8346880674362183,65.16000366210938,0.7460650205612183,0.07026869058609,0.7944867610931396,0.7810966372489929,0.2990646660327911,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,6.462076187133789,6.28883020401001,2020,10.477869987487791,0.9534375071525574,71.69999694824219,0.9584425687789916,-0.0813568904995918,0.7965574860572815,0.6099492311477661,0.3138525187969208,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
14,4.424490928649902,4.490928077697754,2017,7.32359504699707,0.6848668456077576,55.29999923706055,0.7333899140357971,-0.0120560750365257,0.8668063879013062,0.667946457862854,0.3913305401802063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
15,5.952157497406006,5.723547992706298,2019,10.31938362121582,0.8908095359802246,72.5999984741211,0.6135841012001038,-0.2886784374713897,0.8480038046836853,0.6675137877464294,0.2359464615583419,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
16,4.500431537628174,4.783168151378631,2009,8.472955703735352,0.8193337917327881,54.220001220703125,0.7350711822509766,0.0392415188252925,0.8482937812805176,0.7376511693000793,0.1698285937309265,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
17,7.098012447357178,6.350905900001526,2019,10.714990615844728,0.8779294490814209,69.30000305175781,0.906535506248474,0.0478632450103759,0.5813083648681641,0.761622965335846,0.3171063959598541,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
18,5.711499214172363,5.85044379234314,2017,10.406868934631348,0.8999848365783691,72.19999694824219,0.905065655708313,-0.1758738607168197,0.8809705376625061,0.649151086807251,0.2942725718021393,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
19,7.034165382385254,6.581541366577149,2018,10.582859992980955,0.929163932800293,70.30000305175781,0.7901324033737183,-0.2918519675731659,0.8513822555541992,0.7137001156806946,0.1780681014060974,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
20,4.297329902648926,4.6731285166740415,2014,9.426173210144045,0.8767601847648621,63.400001525878906,0.5332674980163574,0.0838293507695198,0.9267889261245728,0.594336986541748,0.2485600560903549,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
21,5.467451095581055,5.599140186309814,2019,8.992330551147461,0.8475921154022217,68.0999984741211,0.9524691700935364,-0.1255307644605636,0.7878892421722412,0.7511599063873291,0.1856101900339126,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
22,5.1875715255737305,5.057623858451843,2011,9.837660789489746,0.7329146265983582,65.27999877929688,0.6571060419082642,0.0058149807155132,0.9105608463287354,0.5780107378959656,0.3201670348644256,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
23,5.72216272354126,5.885153260231018,2020,9.912668228149414,0.8871294856071472,68.9000015258789,0.8018550872802734,0.0598157718777656,0.8446871042251587,0.6032826900482178,0.4113778173923492,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
24,7.374792098999023,7.439093160629272,2018,10.880806922912598,0.9306795597076416,72.5999984741211,0.94172465801239,0.0766881629824638,0.2627965807914734,0.8226757049560547,0.1607554256916046,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
25,6.275266647338867,5.692594299316406,2014,8.602145195007324,0.8385674357414246,66.37999725341797,0.8173206448554993,0.1040333360433578,0.6988080143928528,0.8132839202880859,0.3339357376098633,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,6.859835624694824,6.9109499597549435,2012,10.1346435546875,0.897391140460968,68.69999694824219,0.7831825017929077,-0.001814238843508,0.7957966327667236,0.8685874938964844,0.2066413462162017,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,3.7095787525177,4.3803164935112,2013,7.594839096069336,0.8782752156257629,52.86000061035156,0.7630213499069214,0.0527193993330001,0.8204808235168457,0.6756362318992615,0.3463567495346069,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,6.33931827545166,6.2067304039001465,2017,9.042402267456056,0.8289526104927063,65.80000305175781,0.7578273415565491,-0.1718839704990387,0.7777485847473145,0.8488506078720093,0.2684483528137207,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,5.293659687042236,5.415192289352417,2006,8.334977149963379,0.8876644968986511,65.86000061035156,0.8857921361923218,0.0145744131878018,0.7858130931854248,0.6822606921195984,0.2039791792631149,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
30,5.044098854064941,4.999246804714203,2008,8.365553855895996,0.8070862293243408,54.959999084472656,0.8862138986587524,0.4162073135375976,0.6374093294143677,0.8292700052261353,0.2017549723386764,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
31,7.524520874023437,7.31478301525116,2009,11.054919242858888,0.9383392930030824,72.26000213623047,0.8912771940231323,0.1250417381525039,0.3424270153045654,0.8140373229980469,0.201584592461586,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
